bucket,k6_reqs,k6_fail_pct,k6_p50_ms,k6_p90_ms,k6_p95_ms,k6_p99_ms,k6_max_ms,k6_rps,CPU_Consumption_by_Service_Total_mcore__compose-post,CPU_Consumption_by_Service_Total_mcore__text-service,CPU_Consumption_by_Service_Total_mcore__user-mention-service,Replicas_per_Service__compose-post,Replicas_per_Service__text-service,Replicas_per_Service__user-mention-service,Combined_CPU_Utilization_Child__Parent__text-service__compose-post,Combined_CPU_Utilization_Child__Parent__user-mention__text-service,Combined_CPU_Utilization_Child__Parent__HPA_parent_threshold_text-service,Combined_CPU_Utilization_Child__Parent__HPA_parent_threshold_user-mention,Combined_CPU_Utilization_Child__Parent__HPA_self-CPU_threshold_50,CPU_Utilization_per_Service__compose-post-service,CPU_Utilization_per_Service__text-service,CPU_Utilization_per_Service__user-mention-service,CPU_Utilization_per_Service__HPA_threshold_compose-post,Memory_Usage_per_Service_MB__compose-post,Memory_Usage_per_Service_MB__text-service,Memory_Usage_per_Service_MB__user-mention-service,Memory_Usage_Percentage_per_Service___compose-post,Memory_Usage_Percentage_per_Service___text-service,Memory_Usage_Percentage_per_Service___user-mention-service
26,5.2084128199062745,4.1588234081709645,454.67926774809376,1250.017152783805,1524.1364861299305,1720.5180952568628,2197.7469386058347,0.520841281990628,3.5110906846576824,1.9065110702416406,1.7227173885521119,0.5453768398418632,0.0,0.0,4.567687010317043,1.979769780296557,0.0,0.0,0.0,8.097171874994272,2.387406916245202,1.9835135088111928,0.0,2.8338150190334153,0.34184793860777285,0.15981261871747535,0.7115764227894716,0.1335343510186612,0.06242680418651374
27,7.228815202422123,2.5941698724420084,356.2496055680656,1196.5982081740551,1348.3371659995425,1728.334087179843,2195.064044673136,0.7228815202422124,3.60374574448867,1.8972410652765135,1.7802010776027486,0.48304589153964783,0.0,0.0,3.963241512474315,2.047117808569991,0.0,0.0,0.0,5.955888042343178,2.610175359361231,2.013588598666743,0.0,2.6868410143051293,0.34416609614076216,0.1554018446586692,0.5019075233527598,0.13443988130498521,0.060703845569792934
28,4.887451226066563,0.3111165929892277,281.2715883124767,928.2504235756273,1118.2463482452647,1465.8044433534906,2010.1341900595655,0.4887451226066556,3.1023882548182695,1.541475612485007,1.6327719306439032,0.48304589153964783,0.0,0.0,4.441693811905163,2.2756071697892826,0.0,0.0,0.0,6.564617669583157,2.754169576260912,2.0665909249293657,0.0,2.6953487878891993,0.3305266005077414,0.1558759545315499,0.48982879620270997,0.12911195332333655,0.06088904473888668
29,4.763913495737688,0.2527103700259254,242.1605711924032,836.8931657327618,1017.1182599773709,1353.2422454193365,2008.201964490654,0.47639134957377,2.891788747709053,1.4998071621888354,1.5637767619310878,0.4743416490252568,0.0,0.0,4.901458314654517,2.653973724919082,0.0,0.0,0.0,7.03690832724683,3.066062954051572,2.405956249554734,0.0,2.2098035734069765,0.31653295517704955,0.1551869070545863,0.4356976366358227,0.12364568561603491,0.06061988556819784
30,3.8229234349831756,0.252373692074147,210.91356782605087,703.4891726738413,820.3338660945453,1071.0979276833025,2081.4583733306076,0.38229234349831787,2.73659652063689,1.4591131447350025,1.4644089044914672,0.4743416490252568,0.0,0.0,5.267864745843956,2.840314970717843,0.0,0.0,0.0,7.39528951171753,3.284880618039177,2.5653202743816994,0.0,2.1801664934133824,0.3266657200374891,0.13881886339014846,0.42501947959113634,0.12760379688964418,0.054226118511776694
31,2.800984259240451,0.3324981276417386,214.6261968658908,670.8919798154374,790.8129313366115,1172.1399756537044,1795.4638026013965,0.2800984259240458,2.8538954816495536,1.304484423660499,1.405501970345154,0.4743416490252568,0.0,0.0,5.983128730059194,3.1886845787455314,0.0,0.0,0.0,8.152991307208731,3.7074113384307363,2.757889727609368,0.0,2.1186101269585818,0.3207128297842185,0.16589757067639693,0.40176789677713104,0.12527844913446037,0.06480373854546756
32,1.8114663277053389,0.21865791695692988,196.49112147509118,621.7470113939859,757.7781407513562,1020.0394114906826,1797.4796415684073,0.18114663277053356,2.727735652523792,1.275922016753824,1.2936539507172193,0.4640954808922571,0.0,0.0,5.904660696540029,3.5610383252593834,0.0,0.0,0.0,7.705761993780745,4.253138391643848,3.042528478058475,0.0,2.2728266275203217,0.335587397229674,0.15579498551467702,0.3700639349904366,0.1310888270428414,0.060857416216670714
33,1.3753787357185174,0.11509711738627729,121.22434612554646,632.5687014256754,736.4342462025999,950.876542257177,1353.9609583438914,0.1375378735718512,3.1557944386843704,1.2621833743846274,1.3030837678165212,0.4640954808922571,0.0,0.0,6.549556550104335,3.8316191644981967,0.0,0.0,0.0,8.350771561900782,4.886714254634127,2.941408405233787,0.0,2.0703495778610144,0.33902477337137227,0.1567574579577495,0.33159526833012676,0.13243155209819218,0.06123338201474589
34,2.040613281369732,0.11725698834878208,176.53203018414698,587.9793736567575,688.913041074094,896.6176128352407,1271.817065911997,0.20406132813697345,3.0007743076237055,1.0771207887677825,1.3034977521139492,0.4640954808922571,0.0,0.0,6.491094741088112,3.692014550650015,0.0,0.0,0.0,8.38172279569807,4.48693400673562,3.038281693376555,0.0,2.0487654737539662,0.3448351256493246,0.1618168966234752,0.325472219759355,0.13470122095676748,0.06320972524354515
35,1.963774492249623,0.14739390103501052,130.7143646180056,577.6692148213881,688.6140591908058,935.8846213357496,1247.539354718687,0.19637744922496295,3.2666828298343953,1.1798037833772352,1.1834761047141833,0.4522025867763026,0.0,0.0,6.34773453104623,3.5030971365841825,0.0,0.0,0.0,8.035584509927803,4.386444235949532,2.7219673611468487,0.0,2.053836332836389,0.35619340276284567,0.13097088657936623,0.3064982264488425,0.13913804795423662,0.051160502570064915
