time_iso,ts,k6_reqs,k6_fail_pct,k6_p50_ms,k6_p90_ms,k6_p95_ms,k6_p99_ms,k6_max_ms,k6_rps,CPU_Consumption_by_Service_Total_mcore__compose-post,CPU_Consumption_by_Service_Total_mcore__text-service,CPU_Consumption_by_Service_Total_mcore__user-mention-service,Replicas_per_Service__compose-post,Replicas_per_Service__text-service,Replicas_per_Service__user-mention-service,Combined_CPU_Utilization_Child__Parent__text-service__compose-post,Combined_CPU_Utilization_Child__Parent__user-mention__text-service,Combined_CPU_Utilization_Child__Parent__HPA_parent_threshold_text-service,Combined_CPU_Utilization_Child__Parent__HPA_parent_threshold_user-mention,Combined_CPU_Utilization_Child__Parent__HPA_self-CPU_threshold_50,CPU_Utilization_per_Service__compose-post-service,CPU_Utilization_per_Service__text-service,CPU_Utilization_per_Service__user-mention-service,CPU_Utilization_per_Service__HPA_threshold_compose-post,Memory_Usage_per_Service_MB__compose-post,Memory_Usage_per_Service_MB__text-service,Memory_Usage_per_Service_MB__user-mention-service,Memory_Usage_Percentage_per_Service___compose-post,Memory_Usage_Percentage_per_Service___text-service,Memory_Usage_Percentage_per_Service___user-mention-service
2026-03-09T11:47:45Z,1773056865,577,0.0,300.117964,2302.2104713999997,2921.0237301999937,4126.500918080001,4799.70492,38.46666666666667,38.47733632153626,20.07604975275336,14.195698880235822,2.0,3.0,2.0,44.2846446868318,26.799068864066143,25.0,25.0,50.0,71.67732184301887,26.02285991604041,27.96338228610475,50.0,9.37109375,5.2578125,4.49609375,3.66058349609375,1.3692220052083337,1.75628662109375
2026-03-09T11:48:00Z,1773056880,568,0.17605633802816903,390.035432,2298.3655136999996,2795.02626435,3798.35890563,5000.253638,37.86666666666667,43.784116118274696,21.49450712450331,16.44752556567091,2.0,3.0,2.0,49.43101662288601,29.481804959984117,25.0,25.0,50.0,80.90302702172713,28.449676356991937,31.029997864472385,50.0,8.828125,5.33203125,4.72265625,3.448486328125,1.3885498046875,1.84478759765625
2026-03-09T11:48:15Z,1773056895,569,0.0,399.43677,2293.1179618,2603.2996634,3330.546559920005,3698.096249,37.93333333333333,47.90193572311272,24.86294791954152,18.340339981063423,2.0,3.0,2.0,51.32812698026748,31.283192664125338,25.0,25.0,50.0,83.24931224359818,30.047336804713662,33.136976453242845,50.0,8.984375,5.4609375,4.78515625,3.509521484375,1.422119140625,1.86920166015625
2026-03-09T11:48:30Z,1773056910,574,0.0,397.82361749999995,2365.551977600004,2735.198371550002,3897.78539673,4899.466703,38.266666666666666,53.571538664626665,28.249427082242185,20.456735637191077,2.0,3.0,2.0,54.13367177984506,30.82967997504514,25.0,25.0,50.0,88.36239420661661,31.314523495330697,30.102414694616787,50.0,12.76953125,8.22265625,4.6796875,4.98809814453125,2.141316731770833,1.8280029296875
2026-03-09T11:48:45Z,1773056925,552,0.0,397.898182,2301.2061377,2800.53018685,3647.823553330001,4097.989352,36.8,58.835333641561256,30.782022155630692,22.3178396818497,4.0,4.0,2.0,33.47915736523272,26.18077834807815,25.0,25.0,50.0,44.3455375506782,22.612777179787223,33.31678068466,50.0,11.2421875,6.8359375,4.8203125,2.19573974609375,1.33514404296875,1.8829345703125
2026-03-09T11:49:00Z,1773056940,553,0.0,403.635657,2396.4035404,2797.9257312,3401.34850344,4600.466075,36.86666666666667,64.65894989064645,34.172634103720284,23.16515432863597,4.0,4.0,2.0,33.87055217617589,25.60930344372178,25.0,25.0,50.0,44.40273786435045,23.33836648800133,30.151177355162677,50.0,10.94921875,6.91796875,4.8203125,2.138519287109375,1.351165771484375,1.8829345703125
2026-03-09T11:49:15Z,1773056955,564,0.0,397.98449200000005,2394.2413741,2779.668335700002,3673.073913060001,4901.992379,37.6,70.26538936824895,36.70793065681564,26.02767979099104,4.0,4.0,2.0,33.493125966457896,25.69727595139966,25.0,25.0,50.0,44.1189071935638,22.86734473935198,31.35713837549502,50.0,11.12890625,6.76953125,4.85546875,2.173614501953125,1.322174072265625,1.89666748046875
2026-03-09T11:49:30Z,1773056970,751,0.13315579227696406,298.290344,2096.472053,2502.102925,3394.4423935,5000.29573,50.06666666666667,75.47252330712006,38.95498651826932,27.88803010103566,4.0,4.0,2.0,33.42481050023122,25.491915239800026,25.0,25.0,50.0,44.14987836430643,22.699742636156,31.07626044708806,50.0,10.86328125,6.97265625,4.76171875,2.121734619140625,1.361846923828125,1.86004638671875
2026-03-09T11:49:45Z,1773056985,962,0.0,197.0118955,1800.6424721,2284.836140149994,3400.7757589700004,4500.839581,64.13333333333334,80.75516640945563,42.13605006870308,29.818598649817616,4.0,4.0,2.0,33.08880910339247,25.26884839367975,25.0,25.0,50.0,44.121049969576525,22.056568237208413,31.693408706622428,50.0,11.484375,7.12109375,4.8203125,2.2430419921875,1.390838623046875,1.8829345703125
2026-03-09T11:50:00Z,1773057000,974,0.0,197.915641,1797.9696731000004,2297.83451105,3524.0407278899984,4300.158572,64.93333333333334,88.7056472982706,45.67628926810654,32.08635569834655,4.0,4.0,2.0,34.61793122864362,27.14390479144532,25.0,25.0,50.0,45.05688499869356,24.17897745859369,33.07375945714857,50.0,11.921875,6.9921875,4.921875,2.3284912109375,1.36566162109375,1.922607421875
2026-03-09T11:50:15Z,1773057015,917,0.0,199.067948,1899.2608266000002,2397.1620804,3395.83800872,3900.978937,61.13333333333333,97.05035658969643,50.92873171830095,35.28267877771516,4.0,4.0,2.0,38.13666940899157,29.19333349988125,25.0,25.0,50.0,49.92888445998355,26.3444543579996,34.891091783644534,50.0,11.8203125,7.23828125,4.98046875,2.30865478515625,1.413726806640625,1.94549560546875
2026-03-09T11:50:30Z,1773057030,959,0.0,197.942706,1802.0499144,2298.3516495999997,3140.0157540799955,4897.023687,63.93333333333333,104.7981876900166,54.40442224224054,38.33531548048354,4.0,4.0,2.0,39.99461605078984,30.74169326340184,25.0,25.0,50.0,52.49265249102626,27.496579610553415,37.23192056909868,50.0,14.44140625,7.140625,4.96484375,2.820587158203125,1.3946533203125,1.93939208984375
2026-03-09T11:50:45Z,1773057045,945,0.0,197.130782,1798.4524256,2375.073278599996,3202.23163872,4795.439691,63.0,107.77980853940171,58.594706311200646,40.02668887046004,5.0,4.0,2.0,37.44921035354582,33.40844998006215,25.0,25.0,50.0,43.3636299427835,30.056185866998742,40.11297820618896,50.0,13.00390625,7.203125,4.98046875,2.0318603515625,1.4068603515625,1.94549560546875
2026-03-09T11:51:00Z,1773057060,1125,0.17777777777777778,98.118414,1697.5302622,2294.1923108,3099.00506808,5001.11948,75.0,116.79973763340806,61.56508001942786,42.182046033515455,5.0,4.0,2.0,40.64000735548914,35.28423934109091,25.0,25.0,50.0,47.37336614085088,32.22330887378696,41.40610027569879,50.0,12.9453125,7.26171875,5.13671875,2.022705078125,1.418304443359375,2.00653076171875
2026-03-09T11:51:15Z,1773057075,1227,0.0,100.020056,1497.3805072,1997.9140278,2699.4200962200002,4000.969203,81.8,121.88123199616422,64.33600551006326,44.50349900931123,5.0,4.0,2.0,42.284168616050216,36.89058357688215,25.0,25.0,50.0,49.53215783037672,33.224182098142094,44.22338653436227,50.0,12.59375,7.3515625,5.0234375,1.9677734375,1.43585205078125,1.9622802734375
2026-03-09T11:51:30Z,1773057090,1215,0.0,100.861476,1501.8267086000005,1999.410706,2798.0067603199996,4105.808415,81.0,127.9200747467141,67.12123024203254,44.9680396502589,5.0,4.0,2.0,46.27182088705633,40.59285975818715,25.0,25.0,50.0,54.23786313504221,36.314268077074,49.15004312041344,50.0,14.02734375,7.28515625,5.16015625,2.1917724609375,1.422882080078125,2.01568603515625
2026-03-09T11:51:45Z,1773057105,1204,0.0,99.8917515,1595.3401278,2077.902618099992,2998.11541058,3593.794143,80.26666666666667,132.30256614451957,70.16303686655267,48.79991722259534,5.0,4.0,2.0,48.81194795752295,42.99116303474411,25.0,25.0,50.0,57.34349934929778,38.14750871780442,52.67847166862348,50.0,13.11328125,7.4609375,5.12890625,2.0489501953125,1.45721435546875,2.00347900390625
2026-03-09T11:52:00Z,1773057120,1155,0.0,102.627472,1591.6148911999999,1995.22764,2745.2598962800034,3389.987652,77.0,135.8291405375484,72.51374447697987,50.14881399979329,5.0,4.0,2.0,49.87217554006367,43.74316532296045,25.0,25.0,50.0,59.030431406516925,38.42435570699711,54.38078455488713,50.0,13.15234375,7.60546875,5.078125,2.0550537109375,1.485443115234375,1.983642578125
2026-03-09T11:52:15Z,1773057135,1204,0.0,100.01975350000001,1492.5807039000001,1904.4602928999998,2800.97611672,3901.655329,80.26666666666667,142.40074698375167,77.08384521032124,51.99831579337455,5.0,4.0,2.0,52.71240976181468,47.45059681592341,25.0,25.0,50.0,60.759976011239225,42.652951950034016,57.0458865477022,50.0,13.87890625,7.46875,5.0234375,2.1685791015625,1.458740234375,1.9622802734375
